Timestamp,EventName,X,Y,Z
63.859,HMD_Tracking,-0.889,1.679,2.039
63.970,HMD_Tracking,-0.895,1.678,2.033
64.081,HMD_Tracking,-0.899,1.677,2.029
64.192,HMD_Tracking,-0.902,1.675,2.026
64.303,HMD_Tracking,-0.908,1.675,2.020
64.414,HMD_Tracking,-0.920,1.677,2.001
64.526,HMD_Tracking,-0.930,1.677,1.972
64.636,HMD_Tracking,-0.930,1.677,1.939
64.750,HMD_Tracking,-0.920,1.677,1.913
64.861,HMD_Tracking,-0.910,1.673,1.899
64.971,HMD_Tracking,-0.905,1.669,1.899
65.083,HMD_Tracking,-0.902,1.668,1.902
65.195,HMD_Tracking,-0.896,1.670,1.905
65.305,HMD_Tracking,-0.892,1.666,1.907
65.417,HMD_Tracking,-0.889,1.657,1.912
65.528,HMD_Tracking,-0.886,1.650,1.915
65.638,HMD_Tracking,-0.883,1.647,1.915
65.749,HMD_Tracking,-0.875,1.651,1.905
65.861,HMD_Tracking,-0.855,1.672,1.883
65.973,HMD_Tracking,-0.829,1.692,1.866
66.084,HMD_Tracking,-0.799,1.706,1.852
66.193,HMD_Tracking,-0.767,1.711,1.838
66.306,HMD_Tracking,-0.735,1.716,1.812
66.417,HMD_Tracking,-0.706,1.719,1.770
66.529,HMD_Tracking,-0.678,1.713,1.716
66.638,HMD_Tracking,-0.650,1.702,1.646
66.751,HMD_Tracking,-0.628,1.681,1.560
66.861,HMD_Tracking,-0.608,1.655,1.456
66.973,HMD_Tracking,-0.583,1.639,1.340
67.084,HMD_Tracking,-0.551,1.646,1.227
67.195,HMD_Tracking,-0.513,1.659,1.135
67.306,HMD_Tracking,-0.470,1.673,1.042
67.417,HMD_Tracking,-0.429,1.665,0.951
67.528,HMD_Tracking,-0.382,1.648,0.862
67.639,HMD_Tracking,-0.331,1.648,0.772
67.750,HMD_Tracking,-0.290,1.662,0.670
67.862,HMD_Tracking,-0.257,1.668,0.568
67.973,HMD_Tracking,-0.223,1.661,0.472
68.084,HMD_Tracking,-0.194,1.653,0.378
68.195,HMD_Tracking,-0.167,1.665,0.291
68.307,HMD_Tracking,-0.131,1.683,0.217
68.418,HMD_Tracking,-0.093,1.689,0.156
68.528,HMD_Tracking,-0.053,1.686,0.105
68.640,HMD_Tracking,-0.008,1.686,0.066
68.751,HMD_Tracking,0.037,1.691,0.022
68.862,HMD_Tracking,0.078,1.700,-0.028
68.973,HMD_Tracking,0.112,1.695,-0.074
69.084,HMD_Tracking,0.131,1.675,-0.123
69.196,HMD_Tracking,0.155,1.663,-0.176
69.308,HMD_Tracking,0.183,1.661,-0.220
69.419,HMD_Tracking,0.196,1.660,-0.240
69.530,HMD_Tracking,0.200,1.660,-0.240
69.641,HMD_Tracking,0.199,1.665,-0.214
69.755,HMD_Tracking,0.194,1.674,-0.172
69.862,HMD_Tracking,0.182,1.685,-0.125
69.971,HMD_Tracking,0.158,1.698,-0.080
70.083,HMD_Tracking,0.136,1.701,-0.051
70.194,HMD_Tracking,0.121,1.701,-0.025
70.305,HMD_Tracking,0.100,1.700,-0.004
70.416,HMD_Tracking,0.082,1.698,0.009
70.526,HMD_Tracking,0.068,1.697,0.016
70.638,HMD_Tracking,0.057,1.697,0.016
70.748,HMD_Tracking,0.052,1.699,0.014
70.860,HMD_Tracking,0.048,1.701,0.015
70.971,HMD_Tracking,0.044,1.701,0.016
71.082,HMD_Tracking,0.043,1.700,0.017
71.192,HMD_Tracking,0.045,1.700,0.018
71.304,HMD_Tracking,0.046,1.700,0.019
71.415,HMD_Tracking,0.049,1.702,0.018
71.526,HMD_Tracking,0.053,1.705,0.017
71.637,HMD_Tracking,0.057,1.707,0.016
71.748,HMD_Tracking,0.060,1.709,0.015
71.859,HMD_Tracking,0.062,1.710,0.015
71.963,HMD_Tracking,0.064,1.710,0.016
72.068,HMD_Tracking,0.065,1.710,0.016
72.178,HMD_Tracking,0.066,1.710,0.016
72.290,HMD_Tracking,0.066,1.710,0.016
72.401,HMD_Tracking,0.066,1.709,0.016
72.513,HMD_Tracking,0.065,1.708,0.017
72.623,HMD_Tracking,0.065,1.707,0.018
72.736,HMD_Tracking,0.064,1.704,0.018
72.846,HMD_Tracking,0.059,1.697,0.019
72.957,HMD_Tracking,0.053,1.692,0.022
73.069,HMD_Tracking,0.048,1.686,0.023
73.180,HMD_Tracking,0.045,1.684,0.023
73.291,HMD_Tracking,0.045,1.684,0.023
73.403,HMD_Tracking,0.046,1.684,0.023
73.514,HMD_Tracking,0.047,1.684,0.023
73.624,HMD_Tracking,0.046,1.683,0.022
73.737,HMD_Tracking,0.045,1.683,0.021
73.848,HMD_Tracking,0.043,1.683,0.021
73.959,HMD_Tracking,0.042,1.683,0.020
74.070,HMD_Tracking,0.041,1.683,0.020
74.181,HMD_Tracking,0.041,1.683,0.019
74.292,HMD_Tracking,0.041,1.683,0.019
74.403,HMD_Tracking,0.040,1.683,0.018
74.514,HMD_Tracking,0.039,1.683,0.018
74.625,HMD_Tracking,0.037,1.682,0.017
74.735,HMD_Tracking,0.036,1.683,0.016
74.848,HMD_Tracking,0.035,1.682,0.015
74.965,HMD_Tracking,0.035,1.682,0.014
75.069,HMD_Tracking,0.035,1.683,0.014
75.180,HMD_Tracking,0.035,1.683,0.014
75.291,HMD_Tracking,0.035,1.682,0.013
75.402,HMD_Tracking,0.034,1.682,0.013
75.513,HMD_Tracking,0.033,1.682,0.013
75.624,HMD_Tracking,0.032,1.681,0.014
75.736,HMD_Tracking,0.030,1.681,0.016
75.848,HMD_Tracking,0.025,1.680,0.019
75.958,HMD_Tracking,0.016,1.680,0.025
76.069,HMD_Tracking,-0.001,1.680,0.031
76.180,HMD_Tracking,-0.025,1.680,0.035
76.291,HMD_Tracking,-0.052,1.683,0.034
76.402,HMD_Tracking,-0.077,1.685,0.026
76.514,HMD_Tracking,-0.092,1.686,0.014
76.626,HMD_Tracking,-0.096,1.684,-0.001
76.736,HMD_Tracking,-0.089,1.682,-0.012
76.847,HMD_Tracking,-0.076,1.684,-0.018
76.958,HMD_Tracking,-0.060,1.684,-0.021
77.069,HMD_Tracking,-0.043,1.678,-0.023
77.181,HMD_Tracking,-0.027,1.669,-0.024
77.291,HMD_Tracking,-0.015,1.656,-0.023
77.403,HMD_Tracking,-0.010,1.646,-0.020
77.514,HMD_Tracking,-0.016,1.640,-0.014
77.625,HMD_Tracking,-0.035,1.637,0.000
77.735,HMD_Tracking,-0.070,1.637,0.019
77.848,HMD_Tracking,-0.108,1.639,0.040
77.958,HMD_Tracking,-0.145,1.637,0.055
78.070,HMD_Tracking,-0.176,1.633,0.056
78.180,HMD_Tracking,-0.208,1.635,0.052
78.292,HMD_Tracking,-0.233,1.637,0.058
78.404,HMD_Tracking,-0.243,1.646,0.067
78.514,HMD_Tracking,-0.249,1.664,0.076
78.626,HMD_Tracking,-0.243,1.675,0.082
78.736,HMD_Tracking,-0.232,1.676,0.090
78.848,HMD_Tracking,-0.221,1.675,0.098
78.959,HMD_Tracking,-0.213,1.669,0.101
79.070,HMD_Tracking,-0.210,1.663,0.106
79.181,HMD_Tracking,-0.212,1.649,0.116
79.292,HMD_Tracking,-0.216,1.642,0.136
79.403,HMD_Tracking,-0.228,1.640,0.169
79.514,HMD_Tracking,-0.235,1.637,0.204
79.625,HMD_Tracking,-0.239,1.632,0.237
79.736,HMD_Tracking,-0.252,1.631,0.264
79.847,HMD_Tracking,-0.271,1.631,0.274
79.958,HMD_Tracking,-0.305,1.630,0.277
80.069,HMD_Tracking,-0.345,1.631,0.268
80.181,HMD_Tracking,-0.389,1.630,0.250
80.292,HMD_Tracking,-0.436,1.629,0.228
80.403,HMD_Tracking,-0.492,1.637,0.204
80.514,HMD_Tracking,-0.542,1.642,0.183
80.625,HMD_Tracking,-0.582,1.639,0.167
80.736,HMD_Tracking,-0.622,1.629,0.155
80.847,HMD_Tracking,-0.673,1.621,0.145
80.958,HMD_Tracking,-0.728,1.616,0.135
81.069,HMD_Tracking,-0.787,1.615,0.127
81.181,HMD_Tracking,-0.845,1.630,0.117
81.291,HMD_Tracking,-0.896,1.640,0.102
81.404,HMD_Tracking,-0.934,1.644,0.083
81.515,HMD_Tracking,-0.959,1.645,0.064
81.625,HMD_Tracking,-0.965,1.650,0.049
81.736,HMD_Tracking,-0.968,1.653,0.035
81.846,HMD_Tracking,-0.968,1.649,0.024
81.959,HMD_Tracking,-0.964,1.649,0.014
82.070,HMD_Tracking,-0.954,1.650,-0.002
82.180,HMD_Tracking,-0.931,1.648,-0.034
82.293,HMD_Tracking,-0.893,1.649,-0.064
82.403,HMD_Tracking,-0.846,1.652,-0.062
82.514,HMD_Tracking,-0.798,1.652,-0.032
82.626,HMD_Tracking,-0.760,1.647,0.011
82.737,HMD_Tracking,-0.720,1.647,0.049
82.848,HMD_Tracking,-0.670,1.663,0.085
82.959,HMD_Tracking,-0.617,1.686,0.126
83.069,HMD_Tracking,-0.565,1.704,0.172
83.182,HMD_Tracking,-0.509,1.704,0.221
83.293,HMD_Tracking,-0.455,1.698,0.258
83.404,HMD_Tracking,-0.409,1.705,0.273
83.515,HMD_Tracking,-0.373,1.708,0.275
83.627,HMD_Tracking,-0.342,1.704,0.265
83.738,HMD_Tracking,-0.313,1.697,0.238
83.849,HMD_Tracking,-0.290,1.687,0.203
83.960,HMD_Tracking,-0.270,1.682,0.161
84.071,HMD_Tracking,-0.250,1.683,0.113
84.182,HMD_Tracking,-0.224,1.677,0.065
84.293,HMD_Tracking,-0.190,1.665,0.012
84.404,HMD_Tracking,-0.149,1.658,-0.048
84.515,HMD_Tracking,-0.116,1.657,-0.117
84.629,HMD_Tracking,-0.087,1.654,-0.177
84.741,HMD_Tracking,-0.064,1.655,-0.208
84.852,HMD_Tracking,-0.055,1.655,-0.226
84.963,HMD_Tracking,-0.049,1.656,-0.231
85.074,HMD_Tracking,-0.043,1.665,-0.220
85.186,HMD_Tracking,-0.046,1.675,-0.196
85.297,HMD_Tracking,-0.057,1.683,-0.159
85.404,HMD_Tracking,-0.075,1.689,-0.114
85.516,HMD_Tracking,-0.100,1.686,-0.068
85.626,HMD_Tracking,-0.120,1.680,-0.027
85.737,HMD_Tracking,-0.135,1.677,0.005
85.849,HMD_Tracking,-0.148,1.680,0.027
85.960,HMD_Tracking,-0.153,1.680,0.046
86.071,HMD_Tracking,-0.146,1.671,0.071
86.182,HMD_Tracking,-0.142,1.662,0.093
86.292,HMD_Tracking,-0.149,1.658,0.114
86.404,HMD_Tracking,-0.158,1.657,0.146
86.514,HMD_Tracking,-0.183,1.657,0.187
86.626,HMD_Tracking,-0.206,1.656,0.240
86.737,HMD_Tracking,-0.241,1.656,0.301
86.848,HMD_Tracking,-0.284,1.658,0.369
86.958,HMD_Tracking,-0.321,1.660,0.424
87.070,HMD_Tracking,-0.355,1.663,0.452
87.180,HMD_Tracking,-0.393,1.658,0.455
87.292,HMD_Tracking,-0.434,1.651,0.441
87.403,HMD_Tracking,-0.478,1.639,0.414
87.514,HMD_Tracking,-0.522,1.627,0.378
87.626,HMD_Tracking,-0.566,1.629,0.345
87.736,HMD_Tracking,-0.603,1.634,0.322
87.847,HMD_Tracking,-0.624,1.631,0.298
87.959,HMD_Tracking,-0.621,1.627,0.281
88.070,HMD_Tracking,-0.599,1.630,0.282
88.181,HMD_Tracking,-0.576,1.634,0.295
88.292,HMD_Tracking,-0.552,1.636,0.311
88.403,HMD_Tracking,-0.518,1.637,0.322
88.514,HMD_Tracking,-0.467,1.632,0.328
88.617,HMD_Tracking,-0.405,1.622,0.322
88.722,HMD_Tracking,-0.318,1.611,0.300
88.834,HMD_Tracking,-0.241,1.601,0.282
88.945,HMD_Tracking,-0.190,1.595,0.265
89.056,HMD_Tracking,-0.160,1.586,0.254
89.168,HMD_Tracking,-0.147,1.585,0.245
89.278,HMD_Tracking,-0.140,1.583,0.244
89.389,HMD_Tracking,-0.137,1.583,0.243
89.500,HMD_Tracking,-0.135,1.581,0.237
89.612,HMD_Tracking,-0.130,1.577,0.233
89.723,HMD_Tracking,-0.125,1.576,0.231
89.834,HMD_Tracking,-0.122,1.581,0.229
89.946,HMD_Tracking,-0.116,1.583,0.228
90.056,HMD_Tracking,-0.105,1.579,0.227
90.168,HMD_Tracking,-0.095,1.575,0.228
90.278,HMD_Tracking,-0.096,1.574,0.226
90.390,HMD_Tracking,-0.097,1.578,0.233
90.501,HMD_Tracking,-0.097,1.586,0.239
90.601,HMD_Tracking,-0.099,1.592,0.245
90.709,HMD_Tracking,-0.102,1.598,0.249
90.820,HMD_Tracking,-0.106,1.600,0.246
90.931,HMD_Tracking,-0.107,1.597,0.242
91.042,HMD_Tracking,-0.110,1.592,0.239
91.154,HMD_Tracking,-0.114,1.592,0.237
91.265,HMD_Tracking,-0.117,1.590,0.242
91.376,HMD_Tracking,-0.125,1.588,0.243
91.487,HMD_Tracking,-0.139,1.589,0.247
91.598,HMD_Tracking,-0.148,1.591,0.256
91.709,HMD_Tracking,-0.157,1.591,0.261
91.820,HMD_Tracking,-0.166,1.590,0.260
91.931,HMD_Tracking,-0.176,1.590,0.259
92.042,HMD_Tracking,-0.188,1.591,0.258
92.153,HMD_Tracking,-0.201,1.596,0.255
92.264,HMD_Tracking,-0.209,1.599,0.259
92.375,HMD_Tracking,-0.217,1.603,0.266
92.487,HMD_Tracking,-0.236,1.604,0.270
92.598,HMD_Tracking,-0.263,1.607,0.273
92.709,HMD_Tracking,-0.299,1.608,0.280
92.820,HMD_Tracking,-0.347,1.608,0.285
92.931,HMD_Tracking,-0.403,1.606,0.286
93.042,HMD_Tracking,-0.460,1.602,0.290
93.153,HMD_Tracking,-0.505,1.602,0.293
93.264,HMD_Tracking,-0.533,1.608,0.296
93.375,HMD_Tracking,-0.547,1.612,0.295
93.487,HMD_Tracking,-0.555,1.611,0.296
93.598,HMD_Tracking,-0.560,1.617,0.285
93.708,HMD_Tracking,-0.568,1.611,0.276
93.819,HMD_Tracking,-0.580,1.604,0.263
93.931,HMD_Tracking,-0.600,1.595,0.254
94.042,HMD_Tracking,-0.633,1.589,0.255
94.153,HMD_Tracking,-0.673,1.595,0.259
94.265,HMD_Tracking,-0.707,1.604,0.263
94.375,HMD_Tracking,-0.733,1.609,0.269
94.487,HMD_Tracking,-0.756,1.612,0.273
94.597,HMD_Tracking,-0.775,1.615,0.276
94.708,HMD_Tracking,-0.793,1.616,0.276
94.820,HMD_Tracking,-0.816,1.612,0.273
94.931,HMD_Tracking,-0.837,1.604,0.264
95.042,HMD_Tracking,-0.855,1.593,0.253
95.153,HMD_Tracking,-0.864,1.587,0.251
95.265,HMD_Tracking,-0.867,1.586,0.251
95.375,HMD_Tracking,-0.871,1.588,0.255
95.486,HMD_Tracking,-0.879,1.587,0.256
95.598,HMD_Tracking,-0.892,1.580,0.255
95.709,HMD_Tracking,-0.907,1.574,0.257
95.820,HMD_Tracking,-0.915,1.574,0.257
95.931,HMD_Tracking,-0.925,1.573,0.254
96.041,HMD_Tracking,-0.940,1.570,0.248
96.153,HMD_Tracking,-0.959,1.563,0.238
96.265,HMD_Tracking,-0.980,1.550,0.223
96.376,HMD_Tracking,-0.999,1.531,0.207
96.486,HMD_Tracking,-1.014,1.514,0.195
96.598,HMD_Tracking,-1.021,1.497,0.184
96.709,HMD_Tracking,-1.022,1.482,0.174
96.820,HMD_Tracking,-1.022,1.484,0.169
96.931,HMD_Tracking,-1.025,1.494,0.172
97.042,HMD_Tracking,-1.029,1.502,0.182
97.153,HMD_Tracking,-1.029,1.506,0.187
97.264,HMD_Tracking,-1.024,1.510,0.186
97.376,HMD_Tracking,-1.022,1.510,0.183
97.487,HMD_Tracking,-1.025,1.509,0.187
97.597,HMD_Tracking,-1.034,1.508,0.197
97.708,HMD_Tracking,-1.042,1.507,0.208
97.820,HMD_Tracking,-1.050,1.502,0.216
97.931,HMD_Tracking,-1.053,1.496,0.223
98.042,HMD_Tracking,-1.053,1.495,0.228
